"Date";"Type";"Dead";"Injured";"Location";"Details";"Perpetrator";"Conflict";"Month";"Year"
5;"Suicide bombing";"8 (+1)";"19";"Lahore, Pakistan";"April 2017 Lahore suicide bombing: A suicide bomber kills at least 8 people including 4 soldiers and another 19 people near a Pakistan Army vehicle taking part in the census in the city of Lahore. Tehreek-i-Taliban Pakistan claimed responsibility.[20]";"Tehreek-i-Taliban Pakistan";"War in North-West Pakistan";"April";"2017"
5;"Shooting, Suicide bombings";"35";"40";"Tikrit, Iraq";"2017 Tikrit attacks: Insurgents kills at least 35 people, including 14 security forces. The attack occurred in Tikrit and was claimed by Islamic State.[21]";"Islamic State";"Iraqi Civil War";"April";"2017"
5;"Bombing";"0";"0";"Bastia, France";"An explosion damaged the entry of an office of the company Électricité de France in Corsica.[22]";"National Liberation Front of Corsica";"Corsican conflict";"April";"2017"
5;"Shooting";"4";"0";"Kharan District, Pakistan";"At least four labourers were gunned down in Gawash area of Kharan District.[23]";"Tehreek-i-Taliban Pakistan (suspected)";"War in North-West Pakistan";"April";"2017"
5;"Car bombing";"7";"Unknown";"Mogadishu, Somalia";"A car bombing killed 7 people and injured dozens outside a restaurant in the Somali capital.[24]";"Al-Shabaab";"War in Somalia";"April";"2017"
5;"Shooting";"1";"1";"Karachi, Pakistan";"A former soldier was killed and a passerby was injured in a shooting attack in Karachi.[25]";"Lashkar-e-Jhangvi (suspected)";"War in North-West Pakistan";"April";"2017"
5;"Bombings";"7";"12";"Baghdad, Iraq";"Seven people were killed in three bombings in Baghdad. The first bombing was planted in a fish market, and three civilians were killed. Four others were also injured. In the second bombing, a civlian was killed and another was injured. In the third bombing, three people were killed and seven injured when a roadside bomb went off amid a group of construction workers.[26]";"Islamic State";"Iraqi Civil War";"April";"2017"
5;"Bombings";"2";"4";"Baquba, Iraq";"An attack occurred in Baquba: two police officers were killed and four others were injured.[26]";"Islamic State";"Iraqi Civil War";"April";"2017"
5;"Bombing";"3";"4";"Baghdad, Iraq";"A device exploded at a fish market in Yusufiya, south of Baghdad, killing three people and injuring four others, police officer told.[27]";"Islamic State";"Iraqi Civil War";"April";"2017"
6;"Shooting";"1";"7";"Uttar Pradesh, India";"A police constable was shot dead in Uttar Pradesh by militants.[28]";"Jaish-e-Mohammed (suspected)";"Kashmir conflict";"April";"2017"
6;"Shooting";"1";"Unknown";"Sahel region, Mali";"A French soldier was killed in the Sahel region, Mali after a clash with armed militants.[29]";"Jama'at Nasr al-Islam wal Muslimin";"Northern Mali conflict";"April";"2017"
6;"Vehicular attack";"1";"3 (+1)";"Highway 55, Israel";"An Israeli soldier was killed and 3 were injured in a vehicle-ramming attack on Highway 55.[30]";"Palestinian Nationalist";"Israeli–Palestinian conflict";"April";"2017"
6;"Bombing";"1";"8";"Baghdad, Iraq";"A bomb kills 1 and another 8 were injured.[31]";"Islamic State";"Iraqi Civil War";"April";"2017"
6;"Bombing";"19";"Unknown";"Lower Shebelle, Somalia";"Al-Shabaab bombing kills at least 19 people in Somalia.[32]";"Al Shabaab (suspected)";"War in Somalia";"April";"2017"
7;"Mortar attack";"3";"0";"Wadajir District, Somalia";"Mortar rounds were fired in a neighborhood in Wadajir District, Somalia, killing three civilians. Al-Shabaab is suspected of being behind the attack.[33]";"Al Shabaab (suspected)";"War in Somalia";"April";"2017"
7;"Shooting";"7";"1+";"Maiduguri, Nigeria";"Seven persons were killed by Boko Haram militants near Maiduguri.[34]";"Boko Haram";"Boko Haram insurgency";"April";"2017"
7;"Vehicular attack";"5";"14";"Stockholm, Sweden";"2017 Stockholm attack: Five persons[35] were killed when a truck driven by an Uzbek man steered into a pedestrian shopping street and a department store. 14 others were wounded. A pet dog was also killed in the attack. The police and the Government are treating it as a terrorist attack. The truck was hijacked just moments before the attack.[36] The man admitted that he was inspired by Islamic State.[37]";"Rakhmat Akilov";"Islamic terrorism in Europe";"April";"2017"
7;"Stabbing";"1";"1+";"Queanbeyan, Australia";"Two teenage boys, inspired by Islamic State, attacked a service station, resulting in the death of a 29-year-old man who worked at the service station. Several hours later, at 6.20am, another man was stabbed in Queanbeyan.[38]";"Islamic State";"Islamic terrorism in Australia";"April";"2017"
7;"Assassination";"1";"0";"Lahore, Pakistan";"Gunmen on a motorcycle shot dead a man in Lahore. Local police, who confirmed the victim was from the minority Ahmadi religious group, said was a targeted killing.[39]";"Jamaat-ul-Ahrar (suspected)";"War in North-West Pakistan";"April";"2017"
7;"Bombing";"1";"3";"Baghdad, Iraq";"Bombing left one dead and another three were wounded.[40]";"Islamic State";"Iraqi Civil War";"April";"2017"
7;"Shooting, Mortar attack";"0";"2";"Donetsk, Ukraine";"Two civilians were injured at Petrovsky District, Donetsk.[41]";"Donetsk People's Republic";"War in Donbass";"April";"2017"
8;"Shooting";"2";"0";"Malgobek, Russia";"Two traffic policemen were killed after their vehicle came under fire from Islamic militans in Ingushetia, North Caucasus.[42]";"Vilayat Dagestan (suspected)";"Insurgency in the North Caucasus";"April";"2017"
8;"Bombing";"1";"25";"Chasia, Syria";"A person detonated a bomb which killed one civilian and 25 others were injured.[43]";"Jihadist (suspected)";"Syrian Civil War";"April";"2017"
8;"Attempted shooting";"0 (+6)";"0";"East Java, Indonesia";"Indonesian police say they killed six suspected Islamic militants in a gun battle that followed a failed attack in East Java.[44]";"Islamic State (suspected)";"Terrorism in Indonesia";"April";"2017"
8;"Roadside bombing";"9 (+5)";"Several";"Balkh province, Afghanistan";"An Afghan official says a roadside bomb killed at least nine security forces during an ongoing operation in the northern Balkh province. Munir Ahmad Farhad, spokesman for the provincial governor, said Sunday that several other forces were wounded the night before in the Chimtal district, where they are battling Taliban insurgents. He says five insurgents have been killed and dozens wounded.[45]";"Taliban";"War in Afghanistan";"April";"2017"
8;"Roadside bombing";"1";"4";"Guaviare, Colombia";"A vehicle that carried a military personnel that was accompanied to the National Police and the environmental authorities of the government. He was \"attacked by improvised explosive\"[46]";"FARC (suspected)";"Colombian Conflict";"April";"2017"
8;"Shooting";"0";"0";"Las Mercedes, Sardinata, Colombia";"For 40 minutes, EPL militiamen fired the Las Mercedes police station in Sardinata municipality.[47]";"EPL";"Colombian conflict";"April";"2017"
9;"Suicide bombing";"30 (+1)";"70";"Tanta, Egypt";"Palm Sunday church bombings: 30 people were killed and at least 70 were injured in an explosion in a Coptic Church in Tanta, Egypt. Initial investigations show the terrorist blew himself up during the church's Palm Sunday services, causing mass destruction at the scene. Near a police station, there was also an attack.[48]";"Islamic State";"Insurgency in Egypt";"April";"2017"
9;"Suicide bombing";"17 (+1)";"66";"Alexandria, Egypt";"Palm Sunday church bombings: A suicide bomber has detonated an explosion outside Saint Mark’s Church in Alexandria’s Manshyia district. 16 persons were killed and 66 others were injured. There was also an explosion in Chouhada Street in Alexandria.[48]";"Islamic State";"Insurgency in Egypt";"April";"2017"
9;"Roadside bombing";"1";"16";"Nangarhar, Afghanistan";"A U.S. soldier was killed during a combat operation in the Nangarhar district of Afghanistan on Saturday, officials said.[49]";"Taliban";"War in Afghanistan";"April";"2017"
9;"Shooting";"5";"1+";"Gargando, Mali";"Five people were killed in an attack carried out by militants in Gargando, Mali.[50]";"Jama'at Nasr al-Islam wal Muslimin";"Northern Mali conflict";"April";"2017"
9;"Car bombing";"15";"Unknown";"Mogadishu, Somalia";"A car bomb explodes outside the Ministry of Defence in Mogadishu, killing at least 15 people. Al-Shabaab claimed responsibility for the attack.[51]";"Al-Shabaab";"War in Somalia";"April";"2017"
10;"Bombings";"10 (+1)";"Unknown";"Mogadishu, Somalia";"Two bomb attacks left at least 10 dead including 9 soldiers in Mogadishu.[52]";"Al-Shabaab";"War in Somalia";"April";"2017"
10;"Shooting";"10";"Unknown";"Wau, South Sudan";"Insurgents kills 10 people in the city of Wau.[53]";"Sudan People's Liberation Army (suspected)";"South Sudanese Civil War";"April";"2017"
10;"Executions";"12";"0";"Kirkuk, Iraq";"A lone wolf terrorist kills at least 12 people in Kirkuk, Iraq.[54]";"Islamic State";"Iraqi Civil War";"April";"2017"
10;"Shooting";"2";"0";"Kabul, Afghanistan";"Shooting left at least 2 people dead in Kabul.[55]";"Mullah Dadullah Front (suspected)";"War in Afghanistan";"April";"2017"
10;"Shooting";"1";"2";"Moscow Oblast, Russia";"About 20 citizens from the North Caucasus shot at a gas station by the M4 Don motorway. According to unconfirmed information, one person was killed and two others wounded.[56]";"Islamists (suspected)";"Insurgency in the North Caucasus";"April";"2017"
10;"Bombing";"1";"4";"Taji, Iraq";"A bomb kills at least one and another 4 were wounded.[57]";"Islamic State";"Iraqi Civil War";"April";"2017"
10;"Shelling";"0";"1";"Marinka, Ukraine";"One male civilian was wounded in Marinka.[58]";"Donetsk People's Republic";"War in Donbass";"April";"2017"
11;"melee attack";"0";"2";"Central Java, Indonesia";"Two police officer were injured after being attacked with a knife by a masked man at the Banyumas Police station in Purwokerto, Central Java.[59]";"Islamic State";"Terrorism in Indonesia";"April";"2017"
11;"Shooting";"2";"1";"Zabul Province, Afghanistan";"Two police were killed and another were injured by insurgents in Zabul province.[60]";"Taliban";"War in Afghanistan";"April";"2017"
11;"Mortar attack";"2";"1";"Homs Governate, Syria";"According to the Russian Defence Ministry, two of its soldiers have been killed by a mortar attack in Syria while another was wounded.[61]";"Ahrar al-Sham (suspected)";"Syrian Civil War";"April";"2017"
11;"Shooting";"6 (+8)";"0";"Inabanga, Bohol, Philippines";"2017 Bohol clash: Three Philippine Army soldiers, a policeman, two civilians and four militants were killed during the April 11 firefight. Four more militants were killed on April 22.[62]";"Abu Sayyaf";"Moro conflict";"April";"2017"
11;"Bombing";"3";"10-12";"Diyarbakir, Turkey";"According to the latest figures, the attack killed three people and injured between 10 and 12. On 12 April the incident was classified as a terrorist attack by the Turkish Ministry of the Interior.[63]";"PKK";"Kurdish–Turkish conflict";"April";"2017"
11;"Shelling";"7";"13";"Mosul, Iraq";"Militants from Islamic State of Iraq and the Levant kills at least 7 people and another 13 were injured. All victims were civilians.[64]";"Islamic State";"Iraqi Civil War";"April";"2017"
12;"Bombing";"2";"2";"Zabul province, Afghanistan";"A bomb kills at least 2 soldiers and another 2 were injured.[65]";"Taliban";"War in Afghanistan";"April";"2017"
12;"Suicide bombing";"5 (+1)";"10";"Kabul, Afghanistan";"A suicide bomber kills at least five people and wounds ten more near government offices in Kabul. ISIL claims responsibility for the attack.[66]";"Islamic State";"War in Afghanistan";"April";"2017"
12;"Bombing";"1";"4";"Iraq";"A bomb kills one and 4 others were injured.[67]";"Islamic State";"Iraqi Civil War";"April";"2017"
13;"Shooting";"2";"0";"Diyala, Iraq";"Insurgent kills at least 2 people in Diyala. All victims were policemen.[68]";"Islamic State";"Iraqi Civil War";"April";"2017"
13;"Bombing";"1";"4";"Yusufiyah, Iraq";"Terrorist kills at least 1, leaves 4 more injured.[69]";"Islamic State";"Iraqi Civil War";"April";"2017"
14;"Stabbing";"1";"2";"Jerusalem, Israel";"2017 Jerusalem Light Rail stabbing: A Palestinian terrorist stabbed a British student in the Jerusalem Light Rail near to the Tzahal square and killed her.[70]";"Palestinian Nationalist";"Israeli–Palestinian conflict";"April";"2017"
14;"Bombing";"2";"0";"Van, Turkey";"One soldier and one village guard were killed when an IED exploded while conducting road checks.[71]";"PKK (suspected)";"Kurdish–Turkish conflict";"April";"2017"
14;"Shooting";"1";"1";"Cauca, Colombia";"One soldier was killed and another wounded in an ELN guerrilla attack on a military patrol in a rural area of the department of Cauca, southern Colombia, the army said in a statement on Friday.[72]";"ELN";"Colombian Conflict";"April";"2017"
15;"Suicide car bombing";"126";"100+";"Aleppo, Syria";"2017 Aleppo suicide car bombing:A strong explosion occurred in a district of Aleppo. According to provisional data, a motor bomb had exploded. The blast killed more than 126 people.[73]";"Unknown";"Syrian Civil War";"April";"2017"
15;"Bombing";"1";"1";"Abu Sayda, Iraq";"A bomb kills one and another were injured.[74]";"Islamic State";"Iraqi Civil War";"April";"2017"
15;"Shooting";"1";"1";"Pulwama, India";"A worker of a local party was killed and another injured after unidentified suspected militants stormed the former’s home in Pulwama district of Jammu and Kashmir on Saturday night and opened fire.[75]";"Jaish-e-Mohammed (suspected)";"Kashmir Conflict";"April";"2017"
16;"Execution";"1";"0";"Philippines";"A man, who was kidnapped by Abu Sayyaf, was executed by his captors.[76]";"Abu Sayyaf";"Moro Conflict";"April";"2017"
16;"Shooting";"1";"0";"Muradiye Turkey";"PKK insurgents kills one village guard in Turkey.[77]";"PKK";"Kurdish–Turkish conflict";"April";"2017"
16;"Shooting";"2";"Unknown";"Muradiye, Turkey";"Motorcade of AK Party district chairman Ibrahim Vanli attacked by PKK militants in Muradiye district of Van; Vanli's nephew Adnan, who was also a guard were killed.[78]";"PKK";"Kurdish–Turkish conflict";"April";"2017"
18;"Shooting";"4";"16";"Gourma-Rharous, Mali";"Four Malian soldiers were killed when terrorists attacked their base. Sixteen other soldiers were also injured.[79]";"Islamists (suspected)";"Northern Mali conflict";"April";"2017"
18;"Landmine";"0";"3";"Tessalit, Mali";"Two soldiers and one civilian were injured during an attack against their UN covoy.[79]";"Islamists (suspected)";"Northern Mali conflict";"April";"2017"
18;"Suicide Car Bombing";"16";"Unknown";"Mosul, Iraq";"A suicide car bombing killed at least 16 civilians in Mosul's al-Thawra district. The bomber attempted to target military units nearby, but having failed to breach security, detonated the vehicle in a nearby alley instead.[80]";"Islamic State";"Iraqi Civil War";"April";"2017"
18;"Suicide bombing";"1 (+1)";"4";"South Sinai Governorate, Egypt";"A suicide bomber detonated at a checkpoint near a church in Southern Sinai, killing an officer and wounding four others.[81]";"Islamic State (suspected)";"Sinai insurgency";"April";"2017"
19;"Bombing";"0";"0";"Athens, Greece";"A small explosive device detonated outside a building housing Eurobank offices in central Athens, damaging its entrance and shattering windows, police said. No wounded were reported[82]";"Conspiracy of Fire Nuclei";"Terrorism in Greece";"April";"2017"
20;"Shooting";"1 (+1)";"3";"Paris, France";"2017 shooting of Paris police officers: One police officer was killed, two other and a women injured in a shooting in the Champs-Élysées area of Paris. One of the two gunmen was killed in the attack. Islamic State claimed responsibility for the attack.[83]";"Islamic State";"Islamic terrorism in Europe";"April";"2017"
21;"Shooting";"256 (+10)";"160+";"Balkh Province, Afghanistan";"2017 Camp Shaheen attack: Attack of military base by Taliban insurgents in northern Afghanistan killed 250 Afghan soldiers. More than 160 were also injured.[84]";"Taliban";"War in Afghanistan";"April";"2017"
21;"Shooting";"2 (+1)";"1";"Khabarovsk, Russia";"Two people were killed in an attack in a Federal Security Service office in the Russian city of Khabarovsk. The gunman was also killed. The Russian Federal Security Service says the native 18-year-old perpetrator was a known member of a neo-nazi group.[85]";"Neo Nazi (suspected)";"Terrorism in Russia";"April";"2017"
21;"Shooting";"3 (+3)";"Unknown";"Sirnak, Turkey";"Three soldiers were martyred in a PKK attack in southeastern Sirnak province on Friday, according to officials. The office said earlier that at least three other militants were killed on Friday in Bestler-Dereler.[86]";"PKK";"Kurdish–Turkish conflict (2015–present)";"April";"2017"
23;"Stabbing";"0";"4";"Tel Aviv, Israel";"Four people were lightly injured after being stabbed by an 18-year-old Palestinian at two different beach hotels on Tel Aviv's waterfront. Police at the scene confirmed that the attack was terror-related.[87]";"Palestinian Nationalist";"Israeli–Palestinian conflict";"April";"2017"
23;"Roadside bombing";"8";"3";"Galgala, Somalia";"A roadside bomb in a remote town in Somalia's semi-autonomous state of Puntland killed 8 soldiers and injured 3 others. The attack was blamed by regional military officials on Islamic State-affiliated militants.[88]";"Islamic State in Somalia (suspected)";"War in Somalia";"April";"2017"
23;"Ambush";"10";"20";"Ar-Rutbah, Iraq";"Islamic State militants ambushed a convoy carrying soldiers, border guards and local police officers just outside of Ar-Rutbah, killing 10 and injuring 20 others.[89]";"Islamic State";"Iraqi Civil War";"April";"2017"
24;"Stabbing";"0";"1";"Kalandia, West Bank";"A female soldier was lightly wounded at the Kalandia checkpoint on the outskirts of Jerusalem.[90]";"Palestinian Nationalist";"Israeli–Palestinian conflict";"April";"2017"
24;"Ambush";"25 (+3-4)";"7";"Sukma, India";"2017 Sukma attack: Suspected Maoist rebels ambushed a group of Central Reserve Police Force officers who were guarding road workers in the Sukma district of Chhattisgarh. At least 25 CRPF soldiers were killed and 7 others were critically injured in the attack, which was one of the deadliest in recent years. Maoists killed 11 soldiers in a similar ambush in the same district at the beginning of March.[91][92]";"CPI (suspected)";"Naxalite–Maoist insurgency";"April";"2017"
24;"Suicide bombing";"4 (+1)";"6";"Khost, Afghanistan";"A suicide attack happened outside a US base in eastern Afghanistan that has hosted CIA operatives who are hunting al Qaeda and other jihadists in the region. Four Afghan Special Force members were killed and six others were injured. Taliban claimed responsibility for the attack.[93]";"Taliban";"War in Afghanistan";"April";"2017"
26;"Bombings";"7";"1+";"Maiduguri, Nigeria";"Two bombings blew up in the Nigerian city Maiduguri. Seven persons were killed.[94]";"Boko Haram";"Boko Haram insurgency";"April";"2017"
25;"Landmine";"14";"9";"Parachinar, Pakistan";"A van hit a landmine killing 14 passengers included children, and injuring 9 others, among them two census workers. Both Jamaat-ul-Ahrar and Islamic State claimed responsibility.[95][96]";"Jamaat-ul-Ahrar (suspected)";"War in North-West Pakistan";"April";"2017"
25;"Bombings";"5";"5";"Southern Turkey";"In the Uludere district of Sirnak province nearby the village of Andaç, which was detonated when security forces scanning the area were passing by.
According to information obtained from security sources, two Turkish soldiers died and two more heavily wounded soldiers were transferred to the Sirnak State Hospital by helicopter.A trap that had been set in a patch in the Çemçe-Madur region caused the death of two soldiers and wounded one other. Another soldier was killed, and two others were injured during field scan activities near Sehi forest in eastern Bitlis province.[97]";"PKK";"Kurdish–Turkish conflict (2015–present)";"April";"2017"
25;"Suicide bombings";"4 (+3)";"13";"Borno, Nigeria";"Four civilians were killed and 13 others were injured when three suicide bombers blew themself up.[98]";"Boko Haram";"Boko Haram insurgency";"April";"2017"
26;"Suicide bombings";"2 (+3)";"11";"Maiduguri, Nigeria";"A vigilante and a civilian were killed and 11 others were injured when three suicide bombers blew themself up.[94]";"Boko Haram";"Boko Haram insurgency";"April";"2017"
26;"Shooting";"9";"2";"Mirjaveh County, Iran";"Nine Iranian border guards were killed and two others were injured while patrolling at the Iran-Pakistan border. Jaish ul-Adl claimed responsibility for the attack.[99]";"Jaish ul-Adl (suspected)";"Sistan and Baluchestan insurgency";"April";"2017"
27;"Suicide bombing";"4 (+1)";"1+";"Rafah, Egypt";"An Islamic State suicide bomber killed four members of a Bedouin tribe and wounded others in Rafah.[100]";"Islamic State";"Insurgency in Egypt";"April";"2017"
27;"Bombing";"0";"0";"Norte de Santander Department, Colombia";"ELN guerrillas detonated a bomb in a pipeline of limon pipe in the municipality of El Carmen, Norte de Santander.[101][102]";"ELN (suspected)";"Colombian conflict";"April";"2017"
27;"Shooting";"1";"0";"Concepción Paraguay";"Militants of Paraguayan People's Army they shot a security guard in the department of Concepción.[103][104]";"EPP";"Paraguayan People's Army insurgency";"April";"2017"
28;"Suicide bombing";"5 (+1)";"40";"Kano, Nigeria";"At least five soldiers were killed and another 40 injured when a Boko Haram extremist blew himself up.[105]";"Boko Haram";"Boko Haram insurgency";"April";"2017"
28;"Suicide car bombing";"4 (+1)";"6";"Baghdad, Iraq";"A suicide car bomb attack on a traffic police compound in central Baghdad Friday killed at least four people and wounded six.[106]";"Islamic State";"Iraqi Civil War (2014–present)";"April";"2017"
29;"Arson";"1 (+1)";"0 (+2)";"Davao City, Philippines";"A suspected member of the New People's Army was killed while two others were injured in separate attacks here on Saturday. Communist rebels attacked the Lapanday Foods Corp, torching equipment and disarming security guards. The attack killed a fish vendor.[107][108]";"New People's Army";"CPP-NPA-NDF rebellion";"April";"2017"
