"Date";"Type";"Dead";"Injured";"Location";"Details";"Perpetrator";"Conflict";"Month";"Year"
"19";"Bombing";"3";"0";"Mosul, Iraq";"Three journalists including (two French and a Kurdish) have died following a blast in the Iraqi city of Mosul.[91]";"Islamic State";"Iraqi Civil War";"June";"2017"
"19";"Vehicular attack";"1";"10";"London, United Kingdom";"2017 Finsbury Park attack: A vehicle rammed into people walking out of a mosque in the Finsbury Park neighborhood of London. Local authorities have said that there are multiple casualties. This is the third vehicle ramming attack in London in the past 3 months and the second to happen in June.";"Lone wolf (suspected)";"Terrorism in the United Kingdom";"June";"2017"
"19";"Bombing";"6+";"4+";"Pattani, Thailand";"At least six Thai military personnel have been killed and four others have been injured by the roadside bomb explosion in Pattani province.[92]";"Barisan Revolusi Nasional (suspected)";"South Thailand insurgency";"June";"2017"
"19";"Bombing";"1";"2";"Baghdad, Iraq";"One paramilitary fighter was killed and two others were wounded when an explosive device went off in southern Baghdad.[93]";"Islamic State";"Iraqi Civil War";"June";"2017"
"19";"Kidnapping";"0";"2 Kidnapped";"Norte de Santander Department, Colombia";"Two Dutch journalists were abducted while working in the municipality of El Tarra, in the department of Norte de Santander, that were released last Thursday.[94][95]";"ELN";"Colombian conflict";"June";"2017"
"19";"Bombing";"1";"2";"Diraz, Bahrain";"A bomb attack in a Shiite village in Bahrain has killed a policeman and wounded two others, the interior ministry in the Sunni-ruled Gulf kingdom said on Monday.[96]";"Shiite militants";"";"June";"2017"
"20";"Suicide car bombing";"15 (+1)";"17";"Mogadishu, Somalia";"At least 15 people were killed and scores of others injured in a bomb explosion that hit the Wadajir district headquarters in the Somali capital Mogadishu.[97]";"Al-Shabaab";"War in Somalia";"June";"2017"
"20";"Shooting";"8";"2";"Bagram Airfield, Afghanistan";"Gunmen have killed eight Afghan guards working at the largest American base in Afghanistan.[98]";"Taliban";"War in Afghanistan";"June";"2017"
"20";"Stabbing";"0 (+1)";"0";"Kalandia, West Bank";"A knife-wielding Palestinian was shot dead after attempting to stab Israeli soldiers in the West Bank.[99]";"Palestinian nationalist (suspected)";"Israeli–Palestinian conflict";"June";"2017"
"20";"Bombing";"1";"3";"Jalalabad, Afghanistan";"An explosion took place in Jalalabad city, the provincial capital of Nangarhar province in Eastern Afghanistan, leaving a judge dead, and three other people wounded.[100]";"Islamic State";"War in Afghanistan";"June";"2017"
"20";"Ambush";"2";"6";"Borno State, Nigeria";"Suspected Boko Haram militants killed two people and wounded six others in an ambush on a police convoy in northeast Nigeria's Borno state.[101]";"Boko Haram";"Boko Haram insurgency";"June";"2017"
"20";"Attempted suicide bombing, Shooting, Melee attack";"0 (+1)";"0";"Brussels, Belgium";"June 2017 Brussels attack: A terrorist ran into Brussels Central Station, where he detonated a small bomb which caused no injuries. Still carrying a suicide vest, he ran to another part of the station. There he was shot and killed by soldiers who where guarding the station. The attempted attack was considered to have failed.[102][103]";"Islamist";"Islamic terrorism in Europe";"June";"2017"
"20";"Assassination, Shooting";"1";"1";"Dantewada district, India";"A former Congress sarpanch was killed, allegedly by Naxals in Chhattisgarh's Dantewada district after they suspected him to be a police informer.[104] In other incident a villager was wounded in a gun battle between security forces and naxals.[105]";"CPI";"Naxalite–Maoist insurgency";"June";"2017"
"21";"Stabbing";"0";"1";"Flint, United States";"2017 Bishop International Airport incident: A man, while shouting \"Allah Akbar\", stormed Bishop International Airport near Flint, Michigan. A police officer was seriously injured when he was stabbed in the neck by the terrorist. The airport was evacuated and a large cordon was established around the area.[106]";"Islamist";"Terrorism in the United States";"June";"2017"
"21";"Bombing";"34+";"60+";"Lashkargah, Afghanistan";"June 2017 Kabul bank attack: In a bomb attack on a branch of the Kabul Bank in the southern Afghan province of Helmand, at least 34 people have been killed and some 60 others have been injured.[107]";"Taliban";"War in Afghanistan";"June";"2017"
"22";"Suicide car bombing";"7 (+1)";"12";"Mogadishu, Somalia";"At least seven people are dead and a dozen wounded after a suicide car bomb blast at a police station in Somalia's capital.[108]";"Al-Shabaab";"War in Somalia";"June";"2017"
"22";"Car bombing";"2";"4";"Baghdad, Iraq";"Two persons were killed, while four others were wounded as a booby-trapped vehicle exploded in west of Baghdad.[109]";"Islamic State";"Iraqi Civil War";"June";"2017"
"22";"Suicide bombing";"6 (+2)";"Unknown";"Kolofata, Cameroon";"A double suicide attack killed six civilians on Wednesday in Cameroon's restive Far North.[110]";"Boko Haram";"Boko Haram insurgency";"June";"2017"
"22";"Bombing";"0";"3";"Beni, Democratic Republic of Congo";"At least 3 students have been left injured after a bomb blast targeted a school in Beni, the Democratic Republic of Congo.[111]";"Mai-Mai Militants";"Kivu conflict";"June";"2017"
"22";"Shooting";"2";"0";"Negros Occidental, Philippines";"A sugar planter and his driver were killed in an ambush staged allegedly by communist rebels.[112]";"New People's Army (suspected)";"CPP–NPA–NDF rebellion";"June";"2017"
"22";"Shooting";"1";"0";"Tunceli, Turkey";"Members of the PKK have killed 23-year-old teacher Necmettin Yilmaz, who they had abducted last week in the eastern province of Tunceli. [113]";"PKK";"Kurdish–Turkish conflict";"June";"2017"
"23";"Suicide bombing";"9 (+1)";"11";"Al Anbar Governorate, Iraq";"One Iraqi soldier and eight civilians were killed when an Islamic State suicide bomber blew himself up west of Anbar.[114]";"Islamic State";"Iraqi Civil War";"June";"2017"
"23";"Shooting";"5";"0";"El Wak, Kenya";"At least five people were killed in an attack on a commercial bank in Mandera County, North East Kenya, Reuters reported, citing the local police. According to the Xinhua news agency, the attack was committed by fighters from the al-Shabaab militia.[115]";"Al-Shabaab";"Spillover of the War in Somalia";"June";"2017"
"23";"Suicide bombings";"78 (+2)";"200+";"Parachinar, Pakistan";"June 2017 Pakistan bombings: At least 78 people were killed and more than 200 were injured as two bomb blasts took place in a Parachinar market.[116][117]";"Jamaat-ul-Ahrar";"War in North-West Pakistan";"June";"2017"
"23";"Car bombing";"13 (+1)";"20";"Quetta, Pakistan";"June 2017 Pakistan bombings: At least 13 people were killed and 20 wounded in a car bomb attack near the provincial police chief’s office in the southwestern Quetta city in Pakistan.[118]";"Jamaat-ul-Ahrar";"War in North-West Pakistan";"June";"2017"
"23";"Shootings";"4";"1";"Karachi, Pakistan";"June 2017 Pakistan bombings: In the late Friday evening (local time) Karachi shot men from motorcycles on policemen in the city of Karachi in southern Pakistan. Four police officers were killed in an industrial area attack and one had been injured.[119]";"Islamist (suspected)";"War in North-West Pakistan";"June";"2017"
"23";"Suicide bombing";"12 (+1)";"40+";"Mosul, Iraq";"A suicide bomber blew himself up among civilians fleeing Mosul's Old City, killing twelve and wounding more than twenty.[120]";"Islamic State";"Iraqi Civil War";"June";"2017"
"23";"Suicide bombings";"5 (+3)";"19";"Mosul,Iraq";"Three suicide bombers blew themselves up in an east Mosul district, killing five including three policemen.[121][122]";"Islamic State";"Iraqi Civil War";"June";"2017"
"23";"Suicide bombing";"0 (+1)";"11";"Mecca, Saudi Arabia";"A suicide bomber blew himself up during a police raid in the city of Mecca 11 injured .[123][124]";"Al-Qaeda in the Arabian Peninsula (suspected)";"Terrorism in Saudi Arabia";"June";"2017"
"23";"Suicide car bombing";"5 (+1)";"11";"Mogadishu, Somalia";"At least five people were killed in a suicide car bomb attack in the capital Mogadishu, among those killed in the attack was Sheikh Mohamud Aw Libaax, Jubaland minister for youth, according to Jubaland regional state Deputy President Mohamed Sayid Aadan. [125]";"Al-Shabaab";"War in Somalia";"June";"2017"
"23";"Car bombing";"3";"5";"Baghdad, Iraq";"Up to three people were killed and five others injured in a car bomb explosion in eastern Baghdad.[126]";"Islamic State";"Iraqi Civil War";"June";"2017"
"24";"Bombing";"2";"3";"Donbass region, Ukraine";"Two Ukrainian servicemen were killed by explosion of a mine. Three were also wounded by the mine.[127]";"Kalmius Brigade (suspected)";"War in Donbass";"June";"2017"
"24";"Shooting";"1 (+2)";"6";"Srinagar, Kashmir, India";"One soldier was shot dead and four others were wounded in an ambush in Athwajan, Srinagar´s district.The group Lashkar-e-Toiba claimed responsibility for the attack.[128] In other incident two militants were killed after a gun battle at a school in the same district, and two army personnel were wounded.[129]";"Lashkar-e-Taiba";"Kashmir conflict";"June";"2017"
"24";"Bombing";"10";"6";"Kirkuk Governorate, Iraq";"Ten people were killed and six others wounded in a roadside bomb explosion while fleeing their homes in a town seized by Islamic State militants in Iraq's northern Kirkuk province.[130]";"Islamic State";"Iraqi Civil War";"June";"2017"
"24";"Shooting";"2";"3";"Sukma, India";"Two soliders were killed and 3 other were wounded in an operation against naxals rebels. Other 12 naxals were killed a long the operation.[131][132]";"CPI";"Naxalite–Maoist insurgency";"June";"2017"
"25";"Stabbing";"1 (+1)";"0";"Medan, Indonesia";"June 2017 Medan Attack: An Indonesian Police officer was stabbed and later died on a police post in Medan, North Sumatra at the celebration Eid al-Fitr. Police shot dead one suspect and one was arrested.[133]";"Islamic State";"Terrorism in Indonesia";"June";"2017"
"25";"Car bombing";"10";"30";"Al-Dana, Syria";"At least 10 people have been killed and about 30 wounded in the Syrian city of Al-Dana in Idlib province near the border with Turkey as a result of a car bomb blast in a market.[134]";"Ahrar al-Sham (suspected)";"Syrian Civil War";"June";"2017"
"26";"Suicide bombing";"2 (+2)";"1";"Babil Governorate, Iraq";"One security member and a civilian were killed and an officer was wounded in two attempted and fatal suicide bombings in Babil province.[135]";"Islamic State";"Iraqi Civil War";"June";"2017"
"26";"Suicide bombings";"9 (+7)";"13";"Maiduguri, Nigeria";"Suicide bombers killed nine people and wounded 13 others in multiple blasts in northeast Nigeria's Maiduguri.[136]";"Boko Haram";"Boko Haram insurgency";"June";"2017"
"26";"Rocket attack";"0";"0";"Sha'ar HaNegev, Israel";"Palestinian militants in the Gaza Strip launched a rocket that landed in southern Israel, causing no injuries or damage.[137]";"Abu Ali Mustapha Brigades (suspected)";"Terrorism in Israel";"June";"2017"
