"Date";"Type";"Dead";"Injured";"Location";"Details";"Perpetrator";"Conflict";"Month";"Year"
"19";"Arson";"0";"0";"Temuco, Chile";"An incendiary attack affected 18 trucks belonging to the transport company Calafquén, located at kilometer 686 of Route 5 south of Temuco, region of La Araucanía. A pamphlet was found at the site which attributed the incident to the Mapuche group \" Weichan Auka Mapu \".[129][130]";"Mapuche Militants";"Mapuche conflict";"August";"2017"
"20";"Suicide car bombing";"1 (+1)";"1";"Saladin Governorate, Iraq";"A soldier was killed, while another was wounded as a booby-trapped vehicle exploded at a checkpoint in Salahuddin province.[131]";"Islamic State";"Iraqi Civil War";"August";"2017"
"20";"Rocket attack";"6";"10";"Damascus, Syria";"Rocket fire killed at least six people and injured ten more near the entrance to the Damascus International Fair, a key business gathering being held for the first time in five years.[132][133]";"Tahrir al-Sham (suspected)";"Syrian Civil War";"August";"2017"
"20";"Bombing";"1";"4";"Baghdad, Iraq";"Five civilians were killed and injured as an IED exploded in western Baghdad.[134]";"Islamic State";"Iraqi Civil War";"August";"2017"
"20";"Ambush";"2";"3";"Yobe State, Nigeria";"Two persons were confirmed dead while three others seriously injured following an ambush by suspected Boko Haram terrorists along Damaturu, Biu road.[135]";"Boko Haram";"Boko Haram insurgency";"August";"2017"
"20";"Shooting";"1";"0";"Shopian district, India";"Lashkar-e-Taiba militants shot dead a person, owner of a local cable network in south Kashmir's Shopian district.[136]";"Lashkar-e-Taiba";"Insurgency in Jammu and Kashmir";"August";"2017"
"20";"Bombing, shooting";"2";"5";"Sinai Peninsula, Egypt";"Along with a killed soldier, five others were wounded when their armored vehicle struck a roadside bomb in the border town of Rafah. In Sinai's coastal city of el-Arish, a militant sniper killed a policeman on duty at a checkpoint.[137]";"Islamic State (suspected)";"Sinai insurgency";"August";"2017"
"21";"Bombing";"1";"2";"Baghdad, Iraq";"A civilian was killed, while two soldiers were wounded in two IED blasts in northern Baghdad.[138]";"Islamic State";"Iraqi Civil War";"August";"2017"
"21";"Shooting";"9";"16";"Maluso, Philippines";"Nine people were killed, while 16 others were wounded after Abu Sayyaf bandits attacked a village in Basilan province.[139]";"Abu Sayyaf";"Moro conflict";"August";"2017"
"21";"Roadside Bombing";"0";"9";"Aguelhok, Mali";"At least 9 U.N peacekeepers have been wounded when their convoy was hit by a roadside bomb in northern Mali.[140]";"";"Northern Mali conflict";"August";"2017"
"22";"Bombing";"0";"7";"Kabul, Afghanistan";"At least seven people were wounded in Kabul city after four grenades were thrown at a police check post in Kot-e-Sangi.[141]";"Taliban (suspected)";"War in Afghanistan";"August";"2017"
"22";"Suicide bombing";"4 (+1)";"0";"Amchide, Cameroon";"A child bomber killed four members of a local self-defense group in northern Cameroon.[142]";"Boko Haram";"Boko Haram insurgency";"August";"2017"
"22";"Assassination";"1";"0";"Acayucan, Mexico";"Mexican journalist Cándido Ríos, a correspondent for a regional newspaper in the state of Veracruz, was killed on Tuesday, a state official said, bringing to 10 the number of communicators killed in Mexico.[143]";"Popular Revolutionary Army (suspected)";"Mexican Drug War";"August";"2017"
"23";"Suicide car bombing";"7 (+1)";"38";"Lashkar Gah, Afghanistan";"At least Seven people, including two women and one child were killed and 38 others wounded when a suicide attacker detonated a car bomb near a police headquarters in Lashkargah, the capital of southern Helmand province of Afghanistan.[144]";"Taliban";"War in Afghanistan";"August";"2017"
"23";"Executions";"11";"0";"Jufra, Libya";"Eleven people, including nine members of Libya's eastern forces, had their heads cut off in an attack by Islamic State militants in central Libya.[145]";"Islamic State";"Libyan Civil War";"August";"2017"
"23";"Shooting";"0";"2";"Baghdad, Iraq";"Two soldiers were wounded as unknown gunmen attacked their patrol in the south of the capital Baghdad.[146]";"Islamic State (suspected)";"Iraqi Civil War";"August";"2017"
"23";"Suicide bombing";"4 (+2)";"8";"Maiduguri, Nigeria";"A least four people died and eight others were injured when two terrorists attacked Maiduguri.[147]";"Boko Haram";"Boko Haram insurgency";"August";"2017"
"23";"Shooting, stabbing, arson";"27";"6";"Borno State, Nigeria";"Boko Haram extremists killed at least 27 people by shooting them and slitting their throats as they attacked several villages in northern Nigeria's Borno state.[148]";"Boko Haram";"Boko Haram insurgency";"August";"2017"
"24";"Bombing";"1";"3";"Baghdad, Iraq";"One civilian was killed and three others were wounded when a bomb blast hit an area in western Baghdad.[149]";"Islamic State";"Iraqi Civil War";"August";"2017"
"24";"Executions";"8";"0";"Kirkuk Governorate, Iraq";"Islamic State militants burned to death a family of eight, including an infant, for attempting to flee the group’s stronghold in southwestern Kirkuk.[150]";"Islamic State";"Iraqi Civil War";"August";"2017"
"24";"Stabbing";"0";"1";"Warsaw, Poland";"A police officer sustained moderate facial injuries, after he was stabbed by an Israeli jihadist at the Allah-Las Concert in Warsaw. The attacker was subdued and reportedly shouted \"Allahu Akbar\", and may have been motivated by the nature of the concert's name. The incident followed an attempted attack in Rotterdam the day before at another venue that the band were playing at.[151]";"Islamic Movement in Israel (suspected)";"Islamic terrorism in Europe";"August";"2017"
"24";"Shooting";"1";"1";"West Azerbaijan Province, Iran";"Kurdish-Iranian separatists carried out a successful military operation in Iran, killing a member of Islamic Republic Revolutionary Guards.[152]";"PDKI";"Western Iran clashes";"August";"2017"
"24";"Roadside Bombing";"4";"1+";"Kapisa province, Afghanistan";"Two police personnel and as many civilians were killed in a roadside bombing in Nijrab district of central Kapisa province on Thursday.[153]";"Taliban (suspected)";"War in Afghanistan";"August";"2017"
"25";"Shooting, Suicide bombing, Hostage-taking";"40 (+5)";"90";"Kabul, Afghanistan";"Suicide bomber blew himself up in the entrance of a shiite mosque in the Afghani capital Kabul. Later three or four gunmen stormed the mosque to shoot indiscriminately against civilians and took several hostages.[154]";"Islamic State (claimed)";"War in Afghanistan";"August";"2017"
"25";"Shooting, arson, kidnapping";"15";"8";"Far North Region, Cameroon";"Suspected Boko Haram militants sprayed a village in remote Cameroon with automatic fire, killing 15 people and kidnapping eight others in an overnight raid near the Nigerian border.[155]";"Boko Haram";"Boko Haram insurgency";"August";"2017"
"25";"Stabbing";"0 (+1)";"2";"Brussels, Belgium";"August 2017 Brussels attack: Two soldiers were lightly wounded after a machete-wielding man attacked them in Brussels. The perpetrator was shot dead at the scene, and the surrounding area was promptly evacuated.[156]";"Islamic State";"Islamic terrorism in Europe";"August";"2017"
"25";"Bombing";"1";"4";"Anbar, Iraq";"A senior officer was killed and four soldiers were wounded in two separate blasts in Anbar.[157]";"Islamic State";"Iraqi Civil War";"August";"2017"
"26";"Shooting";"8 (+2)";"5";"Pulwama district, India";"Eight security personnel have been killed while five were injured in an encounter with militants in Pulwama's district police lines in Jammu and Kashmir. Two terrorists have also been killed in the encounter.[158]";"Jaish-e-Muhammad (claimed)";"Insurgency in Jammu and Kashmir";"August";"2017"
"26";"Bombing";"1";"5";"Arar border crossing, Iraq";"A senior officer was killed, while five others were wounded in an explosion that occurred near common borders with Saudi Arabia.[159]";"Islamic State";"Iraqi Civil War";"August";"2017"
"26";"Car bombing";"1";"0";"Baghdad, Iraq";"A bomb planted under a civilian’s vehicle exploded while the vehicle was at Shuhadaa al-Bayaa region in southwest of Baghdad. The citizen was killed immediately.[160]";"Islamic State";"Iraqi Civil War";"August";"2017"
"26";"Bombing";"1";"5";"Kirkuk, Iraq";"Six Kurdish Peshmerga were killed and wounded when an explosive device went off on the side of a road west of Kirkuk.[161]";"Islamic State";"Iraqi Civil War";"August";"2017"
"26";"Bombing";"3";"2";"Farah Province, Afghanistan";"At least two policemen and a civilian have been killed, and two other policemen received injuries in a roadside bomb explosion in western Farah province.[162]";"Taliban";"War in Afghanistan";"August";"2017"
"26";"Bombing";"0";"2";"Donbass region, Ukraine";"Two women were injured by an explosive device near a Ukrainian Armed Forces checkpoint north of government-controlled Berezove.[163]";"Donetsk People's Republic (suspected)";"War in Donbass";"August";"2017"
"26";"Shooting";"1";"2";"Timbuktu, Mali";"Gunmen attacked a Malian Army checkpoint in the northern Mali city of Timbuktu, killing a soldier and wounding two more.[164]";"Al-Qaeda in the Islamic Maghreb";"Insurgency in the Maghreb";"August";"2017"
"27";"Car bombing";"6";"12";"Baghdad, Iraq";"At least six civilians were killed in two car bomb attacks, and a bomb blast in different zones of Baghdad.[165]";"Islamic State";"Iraqi Civil War";"August";"2017"
"27";"Car bombing";"0";"2";"Mogadishu, Somalia";"The Somali security forces thwarted a car bomb attack that wounded at least 2 civilians at Maka Mukarama road, Mogadishu.[166]";"Al-Shabaab (suspected)";"War in Somalia";"August";"2017"
"27";"Shooting";"2";"0";"Nimruz Province, Afghanistan";"Two police officers, including a district police chief, have been killed when their convoy was attacked by militants in western Nimroz province.[167]";"Taliban (suspected)";"War in Afghanistan";"August";"2017"
"27";"Suicide bombing";"13 (+1)";"19";"Helmand Province, Afghanistan";"A suicide bomber reportedly detonated his explosives near a military vehicle in Nawa district of southern Helmand province killing at least 13 people and wounding 19.[168]";"Taliban";"War in Afghanistan";"August";"2017"
"27";"Bombing";"1";"0";"Tal Afar, Iraq";"An Iraqi cameraman was killed as an IED exploded while he was accompanying troops in their attacks against Islamic State militants in Tal Afar.[169]";"Islamic State";"Iraqi Civil War";"August";"2017"
"28";"Rocket attack";"1";"3";"Daraa Governorate, Syria";"Two citizens were killed and three women were injured in terrorist attacks by bullets and mortars shot by terrorist groups positioned in Daraa eastern countryside.[170]";"Tahrir al-Sham (suspected)";"Syrian Civil War";"August";"2017"
"28";"Car bombing";"16";"38";"Baghdad, Iraq";"A car bomb went off near the busy Jamila wholesale market in Baghdad’s Shiite district of Sadr City killing 12 people and wounding at least 28 others. Additionally, an IED exploded at al-Yusufiya region, in south of Baghdad, which caused death of four persons and injury of eight others. Another two civilians were wounded in an IED blast that occurred in northern Baghdad.[171][172][173]";"Islamic State";"Iraqi Civil War";"August";"2017"
"28";"Stabbing";"1 (+2)";"1";"Kaspiysk, Russia";"Two Islamists attacked police officers with knives at the gas station in Kaspiysk. One policeman was killed, another was wounded. Both militants were shot dead.[174]";"Islamic State (claimed)";"Insurgency in the North Caucasus";"August";"2017"
"29";"Assassination";"1";"0";"Lice, Turkey";"PKK militants reportedly stopped a car driven by a man identified as Ramazan Mula in the Saydamli neighborhood. They later tied the man to a tree and shot him before setting the vehicle on fire.[175]";"PKK";"Kurdish–Turkish conflict";"August";"2017"
"29";"Ambush";"2";"0";"Ekeremor, Nigeria";"A Nigerian soldier and a civilian were shot dead in an ambush carried out by suspected Niger Delta militants in Ekeremor.[176]";"Niger Delta Militants (suspected)";"2016 Niger Delta conflict";"August";"2017"
"29";"Roadside bombing";"3";"0";"Sirnak, Turkey";"Three construction workers were killed in an attack by the PKK militantsin Turkey’s southeastern province of Sirnak, the Sirnak Governorship said in an official statement on Monday.[177]";"PKK";"Kurdish–Turkish conflict (2015–present)";"August";"2017"
"29";"Arson";"0";"0";"Los Ríos Province, Chile";"At least 29 trucks were burned in the commune of San Jose de la Mariquina in the region of Los Ríos in Chile. In the place left a pamphlet where the group Weichan Auka Mapu claim responsibility for the attack.[178]";"Weichan Auka Mapu";"Mapuche conflict";"August";"2017"
"29";"Suicide bombing";"5 (+1)";"9";"Kabul, Afghanistan";"A suicide bombing has killed at least five people in a busy commercial area in central Kabul, not far from the US Embassy.[179]";"Taliban";"War in Afghanistan";"August";"2017"
"29";"Bombing";"2";"7";"Baghdad, Iraq";"Two civilians were killed, while seven others were wounded as three blasts occurred at several regions in the capital Baghdad.[180]";"Islamic State";"Iraqi Civil War";"August";"2017"
"30";"Shooting, kidnapping";"1";"12";"Dikwa, Nigeria";"A person was killed, two others were injured and nine were kidnapped in coordinated attacks carried out by Boko Haram militants.[181]";"Boko Haram";"Boko Haram insurgency";"August";"2017"
"30";"Roadside bombing";"3";"3";"Tal Afar, Iraq";"Five Hashd al-Shaabi fighters were killed—and three more injured—by two roadside bombs that went off in Iraq’s recently-liberated Tal Afar district.[182]";"Islamic State";"Iraqi Civil War";"August";"2017"
"30";"Rocket attack";"1";"6";"Hama Governorate, Syria";"A child was killed and 6 citizens were injured as the terrorist groups fired rocket shells on Mhardeh city in the northern countryside of Hama province.[183]";"Tahrir al-Sham (suspected)";"Syrian Civil War";"August";"2017"
"30";"Shooting, suicide bombing";"2 (+1)";"1";"Jalalabad, Afghanistan";"Two bodyguards of an Afghan MP were shot dead in firing outside his house, followed by a suicide bomb.[184]";"Islamic State (suspected)";"War in Afghanistan";"August";"2017"
"31";"Bombing";"0";"8";"Izmir, Turkey";"A heavy explosion next to a prison service in Izmir left several injured. Turkish Police suspect that PKK is behind the attack.[185]";"PKK (suspected)";"Kurdish-Turkish conflict";"August";"2017"
"31";"Suicide bombing";"2 (+1)";"2";"Tiaret, Algeria";"A suicide bomber attacked a Police Station in Tiaret, killing at least two policemen.[186]";"Islamic State";"Insurgency in the Maghreb";"August";"2017"
"31";"Bombing";"4";"11";"Baghdad, Iraq";"A civilian was killed, seven others, including army personnel, were wounded in two blasts that north and southwest of Baghdad. Additionally, three members of Tribal Mobilization groups were killed, while four others were wounded when armed attackers hurled a hand grenade on their checkpoint in Abu Gharib, west of the capital.[187][188]";"Islamic State (suspected)";"Iraqi Civil War";"August";"2017"
"31";"Car bombing";"8";"8";"Nofaliya, Libya";"A suicide bomber blew his car up at a checkpoint in the town of Nofaliya, 127 km. east of Sirte, killing four LNA soliders, and wounding eight more.[189]";"Islamic State";"Libyan Civil War";"August";"2017"
"31";"Shooting";"0";"1";"Shopian district, India";"A police officer was injured after suspected militants fired upon him at Imamsahab area in Shopian.[190]";"Lashkar-e-Taiba (suspected)";"Insurgency in Jammu and Kashmir";"August";"2017"
"31";"Shooting";"1";"0";"Djibasso, Burkina Faso";"A person was killed in a terrorist attack carried out by militants in Djibasso.[191]";"Al-Qaeda in the Islamic Maghreb (suspected)";"Insurgency in the Maghreb";"August";"2017"
"31";"Bombing";"0";"3";"Arauca Department, Colombia";"Three Marines were wounded with another missing after being attacked with a bomb activated by ELN.[192]";"ELN";"Colombian conflict";"August";"2017"
