"Date";"Type";"Dead";"Injured";"Location";"Details";"Perpetrator";"Conflict";"Month";"Year"
"6";"Bombing";"1";"17";"Ciudad de Guatemala, Guatemala";"A bomb was registered on public transport buses in Guatemala City on March 6, causing an explosive device that left 1 dead and 200 injured, the terrorist attack was classified as that type by the government.[19]";"Unknown";"";"March";"2016"
"6";"Attack";"14";"Unknown";"Aleppo, Syria";"Terrorist attack left 14 people dead in Aleppo.[20]";"Unknown";"Syrian Civil War";"March";"2016"
"6";"Attack";"2";"2";"Kabul, Afghanistan";"Unidentified individuals attacked a Turkish shop. Two Turks were killed at the scene, while the owner and one Turk were injured.[21]";"Unknown";"War in Afghanistan";"March";"2016"
"7";"Shooting";"10 (+1)";"30";"Charsadda, Pakistan";"At least eight people including three police constables were killed and 14 others were injured in a suicide blast in the premises of a local court in Charsadda district in Pakistan's troubled northwest[22]";"Tehreek-i-Taliban Pakistan";"War in North-West Pakistan";"March";"2016"
"7";"Clashes, raid";"17 (+36)";"Unknown (+6)";"Ben Guerdane, Tunisia";"Battle of Ben Guerdane: Attackers from Libya attacked a barracks in Ben Guerdane. They killed 7 civilians and 10 soldiers. 36 attackers were killed by the army.[23] The attacks came shortly after a number of raids on ISIS fighters in Libya and lead Tunisia to close its border with Libya.[24]";"Islamic State";"Second Libyan Civil War";"March";"2016"
"7";"Bomb, shooting";"2";"0";"Arish, Egypt";"Two Egyptian policemen were killed in a bomb explosion in passing their armored vehicle in northern Sinai Peninsula.[25]";"Wilayat Sayna (suspected)";"Sinai Insurgency";"March";"2016"
"7";"Bombing";"0";"6";"Beledweyne, Somalia";"Six people, including two police officers, were wounded by a laptop bomb at an airport checkpoint in Beledweyne. Two other devices were defused, one of which was hidden a printer.[26]";"al-Shabaab";"War in Somalia";"March";"2016"
"8";"Melee attack";"1";"1";"Paysandú, Uruguay";"An Uruguayan businessman named Carlos Peralta stabbed the head of the Jewish community in Paysandú to death.[27] Perlata said \"Allah was responsible for his actions\", implying it was religiously motivated.[28]";"Carlos Peralta (lone wolf)";"";"March";"2016"
"8";"Melee attack";"0 (+1)";"1";"Petah Tikwa, Israel";"A Palestinian assailant followed a man an ultra-Orthodox person into a shop in Petah Tikwa and stabbed him from behind. The stabbed man pulled out the knife, and stabbed back the Palestinian. The terrorist later died of his wounds.[29]";"Palestinian lone wolf";"Israeli–Palestinian conflict";"March";"2016"
"8";"Shooting";"0 (+1)";"2";"Jerusalem, Israel";"A Palestinian from Isawiya at Israeli police officers near the Old City, wounding one of them. During a pursuit the assailant wounded another policeman and was shot dead by other forces.[30]";"Palestinian lone wolf";"Israeli–Palestinian conflict";"March";"2016"
"8";"Melee attack";"1 (+1)";"11";"Jaffa, Tel Aviv, Israel";"2016 Tel Aviv knife attack: A Palestinian man from Qalqilya stabbed three people at the Jaffa Port and then stabbed others near a restaurant in Charles Clore Park. One American tourist was killed and nine others were wounded. The assailant was shot dead by policemen.[31]US Vice President Joe Biden was at a visit, one mile (2 km) from the incident.";"Bashar Massalha
(Palestinian lone wolf)";"Israeli–Palestinian conflict";"March";"2016"
"8";"Car bomb";"4 (+1)";"Unknown";"Mogadishu, Somalia";"A suicide bomber blew himself in a car on a cafe near a police academy building in Mogadishu. Three policemen and one civilian were killed. al-Shabaab claimed responsibility for the attacking.[32][33]";"al-Shabaab";"War in Somalia";"March";"2016"
"9";"Attack";"3";"0";"Libya";"Militants killed three Libyan guards in a checkpoint between Sirte and Misrata. No group claimed responsibility but Islamic State is suspected.[34]";"Islamic State (suspected)";"Second Libyan Civil War";"March";"2016"
"9";"Shooting";"3 (+7)";"0";"Gereshk, Afghanistan";"Taliban militants attacked government offices in Gereshk in the southern Helmand Province of Afghanistan. At least three Afghan security personnel and seven militants were killed. Unknown number of civilians were caught in the fire. Taliban claimed responsibility of the attack.[35]";"Taliban";"War in Afghanistan";"March";"2016"
"9";"Chemical attack";"3";"800+";"Taza Khurmatu, Iraq";"An Iraqi child of three years old hospitalized after a chemical attack attributed to Islamic State is dead. She was one of dozens of people hospitalized.[36][37]";"Islamic State";"Iraqi Civil War";"March";"2016"
"9";"Shooting";"3";"0";"Si Sakhon, Thailand";"A Muslim man was found shot dead by Islamist Militants in his car in Si Sakhon. Two others were shot and injured later that evening at their home in the province.[38]";"Unknown";"South Thailand insurgency";"March";"2016"
"10";"Bombing";"2";"5";"Chanae, Thailand";"Two soldiers were killed and two others injured in a bomb blast. The bomb exploded in Chanae district, Narathiwat province. After the bomb was remotely detonated as the convoy rolled past.[38]";"Unknown";"South Thailand insurgency";"March";"2016"
"10";"Shooting";"1";"0";"Diyarbakir, Turkey";"A Turkish soldier succumbed to his wounds on March 10 after sustaining injuries in an outlawed Kurdistan Workers’ Party (PKK) attack in southeastern Diyarbakir's Sur district last month.[39]";"PKK";"PKK rebellion";"March";"2016"
"10";"Shooting";"1";"1";"North Darfur, Sudan";"A unidentified gunmen killed a South African soldier and a wounded another in an ambush on a patrol of the hybrid peacekeeping mission in North Darfur.[40]";"Unknown";"War in Darfur";"March";"2016"
"11";"Shooting";"0";"1";"Jerusalem, Israel";"One person was injured in a stabbing attack in Jerusalem on in the front of the Jaffa Gate.[41]";"Palestinian lone wolf";"Israeli–Palestinian conflict";"March";"2016"
"11";"Shooting";"0";"2";"Near Beitunia, West Bank";"Two people were wounded in a shooting attack in the central West Bank on Friday night, along Route 443 close to Beit Horon, around 14 miles from Jerusalem. The shooter, who opened fire from a passing car, fled the scene, seemingly in the direction of the nearby town of Beitunia.[42]";"Palestinian lone wolf";"Israeli-Palestinian conflict";"March";"2016"
"12";"Attack";"2 (+6)";"0";"Virunga National Park, Democratic Republic of Congo";"Two guards of the Virunga National Park were killed by militiamen Mai-Mai with the Democratic Forces for the Liberation of Rwanda.
.[43]";"Mai-Mai with FDLR";"Kivu conflict";"March";"2016"
"13";"Shooting, bombing";"0";"7";"Narathiwat, Thailand";"At least seven rangers were injured when Muslim insurgents launched three simultaneous attacks against troops and police in Narathiwat. In the first attack, four insurgents on two motorcycles fired at a unit of policemen guarding the Joh I Rong district railway station at 4 pm. The insurgents also fired an M79 grenade against police and rangers that pursued them but no one was injured in the two firings. In the second attack, about ten insurgents fired M79 grenades at a post of rangers near the Joh I Rong Hospital, injuring seven rangers. In the third attack, insurgents detonated a homemade bomb on a roadside in Yaning village of Tambon Juab. No one was injured.[44]";"Unknown";"South Thailand insurgency";"March";"2016"
"13";"Shooting";"19 (+3)";"33";"Grand-Bassam, Ivory Coast";"2016 Grand-Bassam shootings: Gunmen attacked two hotels at a beach resort popular with Western tourists. Witnesses say the gunmen were shouting \"Allahu akbar\" during the gunfire. 18 people were killed, including four European nationals (all French).[45][46]";"AQIM";"Insurgency in the Maghreb";"March";"2016"
"13";"Car bombing, shooting";"37 (+1)";"125";"Ankara, Turkey";"March 2016 Ankara bombing: A car bombing in the Kizilay area of Ankara killed at least 34 people and wounded at least 125. The bombing caused several vehicles to catch on fire and gunfire was heard after the blast.[47]";"Kurdistan Freedom Falcons";"Kurdish-Turkish conflict";"March";"2016"
"14";"Bombing";"0";"3";"Narathiwat, Thailand";"Three bombs exploded in Narathiwat, one injuring two soldiers and another wounding a defence volunteer.[48]";"Unknown";"South Thailand insurgency";"March";"2016"
"14";"Vehicular attack, shooting";"0 (+3)";"3";"Kiryat Arba, West Bank";"Two assailants opened fire at pedestrians waiting at a bus stop at the entrance of Kiryat Arba (near Hebron). Forces guarding the area responded and shot the assailants, resulting in their deaths,\". Moments later, in an additional attack, a vehicle rammed into a military vehicle responding at the scene. Forces responded to the immediate danger and shot the assailant, resulting in his death. The army said a soldier was wounded in the shooting attack, and two others lightly wounded in the car-ramming.[49]";"Palestinian lone wolves";"Israeli-Palestinian conflict";"March";"2016"
"14";"Stabbing";"0";"2";"Toronto, Canada";"Two Canadian soldiers were stabbed at a recruiting station in Toronto by a 27-year-old Canadian citizen shouting praises for Allah. After being arrested, he claimed Allah had sent him to kill soldiers.[50]";"Ayanle Hassan Ali";"Terrorism in Canada";"March";"2016"
"15";"Shooting";"1";"0";"West Darfur, Sudan";"A Chadian military commander was killed while on patrol in Al-Duh area,3 km west of Baida.[51]";"Unknown";"War in Darfur";"March";"2016"
"15";"Assassination";"1";"0";"Jhenaidah District, Bangladesh";"ISIS murdered a man who they believed to be a Shiite preacher in Jhenaidah.[52]";"Islamic State";"Internal conflict in Bangladesh";"March";"2016"
"15";"Bombing, Rocket attack";"0";"2";"Masbate, Philippines";"11 bomb explosions also rocked the politically tense province of Masbate, wounding two policemen.
[53]";"New People's Army";"CPP–NPA–NDF rebellion";"March";"2016"
"16";"Bombing";"15";"25";"Peshawar, Pakistan";"2016 Peshawar bus bombing: A bomb detonates in a bus carrying government employees in Peshawar, Pakistan, killing 15 and injuring at least 25.[54]";"Unknown";"War in North-West Pakistan";"March";"2016"
"16";"Suicide bombings";"22";"18";"Maiduguri, Nigeria";"2016 Maiduguri suicide bombings: Two female suicide bombers detonate their explosives at a mosque during morning prayer on the outskirts of Maiduguri, Nigeria, killing 22 and injuring 18.[55]";"Boko Haram";"Boko Haram insurgency";"March";"2016"
"16";"Shooting";"3 (+Unknown)";"Unknown";"Dolbel, Niger";"Gunmen shot dead three policemen in a market in Dolbel near the border with Burkina Faso.[56]";"AQIM";"Insurgency in the Maghreb";"March";"2016"
"16";"Suicide bombings";"1 (+4)";"2";"Bosso, Niger";"Near the border with Nigeria, four suicide bombers attacked a military convoy, killing the local military commander and injuring two others[56]";"Boko Haram";"Boko Haram insurgency";"March";"2016"
"16";"Shootings";"2";"0";"Bururi and Makamba, Burundi";"Two Burundi officials were slain in shootings on Tuesday night because of their support for president Pierre Nkurunziza.[57]";"Unknown";"Burundian unrest";"March";"2016"
"16";"Shooting";"6";"8";"Sheikh Zuweid, Egypt";"At least five soldiers were killed and eight others were injured when militants attacked an army checkpoint with mortar shell in Egypt's restive North Sinai.[58]";"Wilayat Sayna (suspected)";"Sinai Insurgency";"March";"2016"
"17";"Melee attack";"0 (+2)";"1";"Ariel Junction, West Bank";"Two Palestinians stabbed and injured an Israeli female soldier near a group of Jewish settlements in the West Bank on before being shot dead.[59]";"Palestinians lone wolf";"Israeli-Palestinian conflict";"March";"2016"
"18";"Clash";"11+";"Unknown";"Palmyra, Syria";"The Islamic State clashed with Russian soldiers.5 Russian soldiers were killed as well as 6 Syrian army soldiers and several Hezbollah members in Palmyra. One of the Russian soldiers killed was a military advisor.";"Islamic State";"Syrian Civil War";"March";"2016"
"19";"Melee attack";"0 (+1)";"1";"Hebron, West Bank";"A Palestinian teenager stabbed and wounded an Israeli border guard in the West Bank city of Hebron before being shot dead.[60]";"Palestinian lone wolf";"Israeli-Palestinian conflict";"March";"2016"
"19";"Suicide bombing";"4+ (+1)";"36";"Istanbul, Turkey";"March 2016 Istanbul bombing: A suicide bomber hit a busy tourist area in central Istanbul, killing at least four people. Forty-six people were injured in the blast. The deceased victims are 3 Israelis and 1 Iranians. Nine of the injured are Israeli as well.[61]";"Islamic State";"Turkey–ISIL conflict";"March";"2016"
"19";"Mortar attack, shooting";"13 (+5)";"0";"Arish, Egypt";"2016 Arish attack: A mortar attack on a checkpoint in Egypt's restive Sinai Peninsula killed 13 policemen. Security officials said five attackers were killed in clashes near the checkpoint after the attack.[62]";"Wilayat Sayna";"Sinai Insurgency";"March";"2016"
"19";"Rocket attack";"1";"Unknown";"Makhmur, Iraq";"ISIS fired two rockets from about 15 km away. One fell inside the base killing one Marine and wounding several others. The Marines returned fire with their artillery.[63]";"Islamic State";"Iraqi Civil War";"March";"2016"
"19-20";"Bombing";"0";"7";"Bicol Region, Philippines";"Five soldiers and two civilians were hurt in separate bomb blasts perpetrated by the New People's Army (NPA) in the Bicol province
[53]";"New People's Army";"CPP–NPA–NDF rebellion";"March";"2016"
"20";"Shooting";"0";"3";"Katwiguru, Democratic Republic of Congo";"A priest of the Congregation of Caracholine Nyamilima was shot and critically wounded like his driver and a child present in the same car. The attackers was the Allied Democratic Forces, a rebel group opposed to the Ugandan government and is considered a terrorist organisation[64]";"Allied Democratic Forces";"Allied Democratic Forces insurgency";"March";"2016"
"20";"Suicide bombing";"24 (+3)";"12";"Anbar, Iraq";"24 Iraqi troops were killed in a triple suicide bombing in Anbar on a municipality building by ISIS. Twelve people were injured.[65]";"ISIS";"Iraqi Civil War";"March";"2016"
"21";"Car bombing, shooting, raid";"6 (+25-30)";"Unknown";"Khan al Baghdadi, Iraq";"Militants fighters killed at least six soldiers in western Iraq in an attack that began with five suicide bombers driving explosives-laden vehicles into a checkpoint. After the suicide attacks some 25 militants launched an assault on the checkpoint, the main one on the road leading to Al-Asad air base, where a large number of Iraqi troops and foreign advisers are stationed. Most of the gunmen were wearing suicide vests. About five hours of clashes ensued, all the attackers were killed, with the support of strikes from the US-led international coalition.[66]";"Islamic State";"Iraqi Civil War";"March";"2016"
"21";"Shooting";"6";"Unknown";"Laanta Buur, Somalia";"Officials in Somalia say al-Shabab militants have attacked a Somali government military base, killing at least six soldiers.[67]";"al-Shabaab";"War in Somalia";"March";"2016"
"21";"Shooting";"0 (+1)";"1";"Bamako, Mali";"A Bamako hotel where the mission of the European Union resulting in the Malian army was targeted by an attack, which was repulsed, killing one among the attackers. A member of the Malian security forces were slightly injured.[68]";"AQIM";"Northern Mali conflict";"March";"2016"
"22";"suicide bombing";"32 (+3)";"340";"Brussels and Zaventem, Belgium";"2016 Brussels bombings: On the morning of Tuesday, 22 March 2016, four coordinated nail bombings occurred in Belgium: two at Brussels Airport in Zaventem, and one at Maalbeek metro station in Brussels. The fourth bomb didn't went off. In these attacks, 32 people and three suicide bombers were killed, and 340 people were injured.[69]";"Islamic State";"Wave of Terror in Europe";"March";"2016"
"22";"Bombing";"1";"6";"Nusaybin, Turkey";"PKK killed with bomb one Turkish soldier and 6 others were injured in Nusaybin a city in Turkey.[70]";"PKK";"PKK rebellion";"March";"2016"
"22";"Assassination";"2";"0";"Bujumbura, Burundi";"Two top military officials in Burundi were assassinated by unknown gunmen in the Burundian capital Bujumbura on Tuesday. On Tuesday around midday, Lieutenant Colonel Darius Ikurakure, who was a close ally of President Pierre Nkurunziza, was shot and killed at the Defense Ministry compound by a man who was dressed in military uniform. Hours after Mr. Ikurakure's assassination, Major Didier Muhimpundu was shot and killed outside a bar in Bujumbura.[71]";"Unknown";"Burundian unrest";"March";"2016"
"22";"Melee attack";"1";"0";"Valacopa, Bangladesh";"The organization Islamic State claimed responsibility the murder of a resident of northern Bangladesh born Muslim who had converted to Christianity.[72]";"Islamic State";"Internal conflict in Bangladesh";"March";"2016"
"23";"Shooting";"2";"3";"Al-Fu'ah, Syria";"Snipers of Farouq Brigades and Ahrar al-Sham fired at civilians in the town of Al-Fu'ah, killing two civilians and wounding another three, local sources said.[73]";"Farouq Brigades and Ahrar al-Sham";"Syrian Civil War";"March";"2016"
"23";"Shooting";"1 (+1)";"Unknown";"Rubavu District, Rwanda";"An armed man wearing DR Congo military uniform was killed on the Rwandan territory following an attack on a Rwanda Defence Forces. One of the attackers died.";"Armed Forces of the Democratic Republic of the Congo";"Kivu conflict";"March";"2016"
"24";"Melee attack";"0 (+2)";"1";"Hebron, West Bank";"Israeli troops shot dead two Palestinians after they attacked a soldier in the West Bank and one soldier was detained after being shown on video firing a round into the head of one of the assailants as he lay on the ground. The soldier has been suspended from duty while Israeli military police hold a criminal investigation.[74]";"Palestinian lone wolves";"Israeli-Palestinian conflict";"March";"2016"
"24";"Bombing";"1";"4";"Nusaybin, Turkey";"PKK militants detonated an explosive in the Nusaybin district of the southeastern province of Mardin. One specialized sergeant was killed and four soldiers were wounded.[75]";"PKK";"PKK rebellion";"March";"2016"
"24";"Shooting";"7 (+Unknown)";"Unknown";"Kandahar Province, Afghanistan";"At least seven police officers were killed in an attack in Afghanistan's southern Kandahar province[76]";"Taliban";"War in Afghanistan";"March";"2016"
"24";"Bombing";"2";"5";"Nusaybin, Turkey";"In a separate attack in the district, two soldiers were killed and five others were wounded when PKK militants detonated explosives placed on a road during the passage of soldiers.[75]";"PKK";"PKK rebellion";"March";"2016"
"24";"Bombing";"1";"0";"Sirnak, Turkey";"In addition, one police officer was also killed on March 24 in a PKK attack in the southeastern province of Sirnak.
[75]";"PKK";"PKK rebellion";"March";"2016"
"24";"Car bombing";"3";"24";"Lice, Turkey,";"A car bomb attack in southeast Turkey has killed three soldiers. 24 soldiers were wounded when the Kurdistan's Workers Party, or PKK, attacked the military post in Lice.[77]";"PKK";"PKK rebellion";"March";"2016"
"24";"Bombing";"0";"4";"Bujumbura, Burundi";"At least four people were injured after two grenades exploded outside the army hospital in the capital.[78]";"Unknown";"Burundian unrest";"March";"2016"
"25";"Suicide bombing";"41 (+1)";"65";"Iskandariya, Iraq";"Iskandariya suicide bombing: A suicide bomber blew himself up in a crowd after a local football game in a village near Iskandariya, in a mixed Sunni-Shiite area, killing at least 30 people and wounding more than 65. The mayor of the town was among those killed in the explosion. He succumbed to his wounds in hospital. No group has claimed responsibility but Islamic State is suspected.[79][80]";"Islamic State";"Iraqi Civil War";"March";"2016"
"25";"Car bombing";"26";"Unknown";"Aden, Yemen";"2016 Aden car bombing: At least 26 people were killed in a triple suicide car bomb that hit roadblocks manned by loyalist forces in Aden, the largest city in southern Yemen, where the jihadist organizations are active. Two car bombs exploded in the al-Shaab in the west of Aden and an ambulance exploded against a checkpoint near Mansoura in the center of this city, declared capital \"provisional\" Yemen since its resumption in July 2015 by pro-government forces in the Shiite Houthi rebels.[81]";"Islamic State";"Yemeni Civil War";"March";"2016"
"25";"Rocket attack";"2";"0";"Zawiya, Libya";"An Indian nurse and her infant son have been killed in a rocket attack on their apartment in a town near the Libyan capital.[82]";"Unknown";"Second Libyan Civil War";"March";"2016"
"25";"Bombing";"3";"2";"Jalawla, Iraq";"A bomb killed 3 Peshmerga forces and 2 others were injured in Jalawla. The Islamic State of Iraq and the Levant claimed responsibility for the attack.[83]";"Islamic State";"Iraqi Civil War";"March";"2016"
"26";"Bombing";"0";"3";"Bijbehara, India";"Two soldiers and a civilian was injured in a grenade attack.[84]";"Unknown";"Kashmir conflict";"March";"2016"
"26";"Shooting";"4";"0";"Tumpun, Nigeria";"At least four people were killed during the latest Boko Haram raid in the remote village of Tumpun near Lassa in Askira/Uba Local Government Area.[85]";"Boko Haram";"Boko Haram insurgency";"March";"2016"
"26";"Shooting";"2";"1";"Mpati, Democratic Republic of Congo";"Two soldiers killed in an attack by militia Nyatura
and Alliance of Patriots for a Free and Sovereign Congo.[86]";"Nyatura
and APCLS";"Kivu conflict";"March";"2016"
"26";"Suicide bombing, shooting";"18 (+8)";"Unknown";"Al Asad Airbase, Iraq";"At least 10 suicide attackers from the Islamic State of Iraq and the Levant attempted to storm the Al Asad Airbase. Eight of the fighters were killed by soldiers at Ein el-Assad base. At least 18 soldiers had been killed.[87]";"Islamic State";"Iraqi Civil War";"March";"2016"
"27";"Shooting";"2";"0";"Yarang District, Thailand";"Two Thai soldiers were gunned down in the country's insurgency-plagued majority Muslim south. They were shot by a group using AK-47 automatic rifles and were killed as they were riding a motorbike.[88]";"Unknown";"South Thailand insurgency";"March";"2016"
"27";"Attack";"0";"2";"Nusaybin, Turkey";"Two members of the security forces were injured in Nusaybin, a town on the Syrian border that has been at the center of a counter-terrorism operation for the last two weeks.[89]";"PKK";"PKK rebellion";"March";"2016"
"27";"Attack";"1";"0";"Mardin Province, Turkey";"A Turkish soldier and police officer were killed in an armed attack by PKK terrorists in the southeastern province of Mardin.[89]";"PKK";"PKK rebellion";"March";"2016"
"27";"Suicide bombing";"72";"200";"Lahore, Pakistan";"2016 Lahore suicide bombing: At least 72 people were killed, including 29 children and over 200 others people were injured in a suicide bombing that hit the main entrance of Gulshan-e-Iqbal Park, one of the largest parks in Lahore.[90]";"Tehrik-i-Taliban Pakistan";"War in North-West Pakistan";"March";"2016"
"27";"Suicide bombing";"6 (+2)";"Unknown";"Salamiyah, Syria";"A suicide bomber blew himself up in the outskirts of Salamiyah, killing two people and wounding several others. Soon after, another suicide bomber blew himself up at the entrance to the village of Teeba, killing four and wounding several others. Islamic State claimed responsibility for the attack in Salamiyah.[91]";"Islamic State";"Syrian Civil War";"March";"2016"
"28";"Shooting";"1";"0";"Mogadishu, Somalia";"Unknown gunmen assassinated a businessman. The businessman who was identified as Sade Dirir has been shot dead several times in the head and chest by pistol-wielding assailants while leaving a mosque in Mogadishu's Yaqshid district.[92]";"Al-Shabaab suspected";"War in Somalia";"March";"2016"
"29";"Ambush";"4";"0";"Kasserine, Tunisia";"ISIS ambushed an army convoy in Kasserine Governorate killing four soldiers.[93]";"Islamic State";"ISIL insurgency in Tunisia";"March";"2016"
"29";"Shooting, bombing";"3";"6";"Chanae District, Thailand";"Three policemen have been killed and six injured in a brazen midday attack by Muslim insurgents in Thailand's troubled south. Men attacked with assault rifles and grenades after bomb explodes under their vehicle.";"Unknown";"South Thailand insurgency";"March";"2016"
"29";"Execution";"1";"0";"Mosul, Iraq";"An ISIS member beheaded an element of the Peshmerga in Mosul.[94]";"Islamic State";"Iraqi Civil War";"March";"2016"
"29";"Suicide bombing";"7 (+1)";"27";"Baghdad, Iraq";"At least 3 people die and another 27 were injured in a suicide bombing attack in Baghdad. The Islamic State of Iraq and the Levant claimed responsibility for the attack.[95]";"Islamic State";"Iraqi Civil War";"March";"2016"
"29";"Bombing";"2";"7";"Kabul, Afghanistan";"A bomb killed 2 people including a teenager and a woman and 7 others people were injured in Kabul.[96]";"Unknown";"War in Afghanistan";"March";"2016"
"29";"Bombing";"1";"2";"Makhachkala, Russia";"A bomb targeting a Police Cortege killed one and injured 2 others in Makhachkala.[97]";"Islamic State";"Insurgency in the North Caucasus";"March";"2016"
"29";"Shooting";"2";"Unknown";"Juba, South Sudan";"Two people were killed on Bor-Juba road Tuesday when unknown gunmen opened fire on a passenger bus, survivors and eyewitnesses said. Several other people were reportedly left with injuries following the highway attack. One of the people killed is a Ugandan, the other is from South Sudan.[98]";"Unknown";"South Sudanese Civil War";"March";"2016"
"29";"Bombing";"0";"7";"Bujumbura, Burundi";"Seven people were injured, two seriously, in the explosion of two grenades thrown against a bus Burundian police.[99]";"Unknown";"Burundian unrest";"March";"2016"
"30";"Suicide bombings";"6";"3";"Diffa, Niger";"Six soldiers of the Niger Armed Forces were killed and three others wounded in the southeastern Niger in an attack attributed to the Nigerian Islamist Boko Haram.[100]";"Boko Haram";"Boko Haram insurgency";"March";"2016"
"30";"Car bombing";"1";"1";"Dagestan, Russia";"One police officer was killed and another injured in a car bombing in the republic of Dagestan.[101]";"Unknown";"Insurgency in the North Caucasus";"March";"2016"
