"Date";"Type";"Dead";"Injured";"Location";"Details";"Perpetrator";"Conflict";"Month";"Year"
"9";"Arson attack";"0";"0";"Gothenburg, Sweden";"Several people launched burning objects against a synagogue in the center of Gothenburg. No injuries were reported. Three men, two of whom were from Syria and the State of Palestine, were arrested in connection with the attack.[42][43]";"Unknown";"Israeli-Palestinian conflict";"December";"2017"
"10";"Stabbing";"0";"1";"Jerusalem, Israel";"A security guard was seriously injured after being stabbed in the chest at the entrance to Jerusalem's central bus station.[44]";"Abu Nidal Organization (suspected)";"Israeli-Palestinian conflict";"December";"2017"
"11";"Suicide Bombing";"2 (+1)";"0";"Far North, Cameroon";"Two civilians and the bomber were killed when suicide bombing attacked a mosque after morning prayers in far northern Cameroon.[45]";"Boko Haram";"Boko Haram insurgency";"December";"2017"
"11";"Arson attack";"0";"0";"Malmö, Sweden";"Swedish police found two firebombs at a jewish chapel in Möllevången district, in the city of Malmö.[46]";"Unknown";"Terrorism in Europe";"December";"2017"
"11";"Attempted suicide attack (pipe bomb partially detonated)";"0";"3 (+1)";"New York City, United States";"2017 Port Authority Bus Terminal explosion: A 27-year-old Bangladeshi national who lived in Brooklyn, is suspected of setting off a home-made pipe bomb at the port authority, in Manhattan. Later he told police his motive was recent Israeli actions in Gaza and that was inspired by the Islamic State.[47]";"Akayed Ullah";"Terrorism in the United States";"December";"2017"
"11";"Car Bombing";"1";"0";"Mogadishu, Somalia";"A car bombing killed a Somalian journalist in Mogadishu.[48]";"Al-Shabaab";"War in Somalia";"December";"2017"
"12";"Assassination";"2";"0";"Tinsukia district, India";"Two people (A father and son) were shot dead by ULFA militants.[49]";"ULFA";"Terrorism in India";"December";"2017"
"12";"Bombing";"0";"2";"Mosul, Iraq";"Two Iraqi policemen were wounded when an explosive device went off in northwestern Mosul.[50]";"Islamic State (suspected)";"Iraqi Civil War";"December";"2017"
"13";"Shooting";"5";"0";"Damboa, Nigeria";"Five people were killed by Boko Haram militants in Damboa, Nigeria.[51]";"Boko Haram";"Boko Haram insurgency";"December";"2017"
"13";"Grenade attack";"0";"2";"Mixto, Guatemala";"Two police officers were hurt in a grenade attack in the city of Mixto. Police is investigating the incident as a narcoterrorist attack.[52]";"Anarchist (suspected)";"Terrorism in Guatemala";"December";"2017"
"14";"Shooting";"0 (+1)";"2";"Assam, India";"A militant were killed in an encounter between militants of NDFB-S and security forces.[53]";"NDFB-S";"Insurgency in Northeast India";"December";"2017"
"14";"Suicide bombing";"18 (+1)";"20";"Mogadishu, Somalia";"18 police officers were killed and 20 others were injured when a suicide bomber disguised as a policeman blew himself up inside a police training camp in Somalia's capital Mogadishu.[54][55]";"Al-Shabaab";"War in Somalia";"December";"2017"
"14";"Shooting, Ambush";"14";"0";"Helmand province, Afghanistan";"At least 14 security force members were killed in a shooting against Taliban militants in Helmand province, during a mission.[56]";"Taliban";"War in Afghanistan";"December";"2017"
"14";"Bombing";"1";"5";"Baghdad, Iraq";"A bomb placed in northern Baghdad killed at least a civilian and injured five others.[57]";"Islamic State (suspected)";"Iraqi Civil War";"December";"2017"
"14";"Bombing";"0";"1";"Baqubah, Iraq";"An Iraqi farmer was injured in a roadside bomb attack in Diyala Governorate.[58]";"Islamic State (suspected)";"Iraqi Civil War";"December";"2017"
"15";"Stabbing, Attempted suicide bombing";"0";"1 (+1)";"Ramallah, West Bank";"An Israeli Border Police officer was moderately wounded Friday after being stabbed by a Palestinian in the West Bank city of Ramallah.[59]";"Palestinian Nationalist";"Israeli–Palestinian conflict";"December";"2017"
"15";"Suicide Bombing";"2 (+1)";"6";"Samarra, Iraq";"A suicide bombing launched against a group of militar brigades killed at least two security forces and injured six others.[60]";"Islamic State";"Iraqi Civil War";"December";"2017"
"16";"Stabbing";"0";"2";"Libreville, Gabon";"Two Danes working for National Geographic were injured, one seriously, in a stabbing attack by a radical Nigerian Islamist in a tourist zone in Libreville. The attacker was inspired by \"US attacks against Muslims and America's recognition of Jerusalem as Israel's capital\".[61][62]";"Islamist";"";"December";"2017"
"17";"Shooting";"2";"Unknown";"Nariño, Colombia";"An encounter between ELN and FARC dissidents kills at leats two civilians in The departemt of Nariño.[63]";"ELN and FARC Dissidents";"Colombian conflict";"December";"2017"
"17";"Suicide bombing, Shooting";"9 (+2)";"57";"Quetta, Pakistan";"2017 Quetta church attack: At least nine people, including two women, were killed and 57 sustained injuries when suicide bombers attacked Bethel Memorial Methodist Church located on Quetta’s Zarghoon Road.[64]";"Islamic State";"Terrorism in Pakistan";"December";"2017"
"17";"Attempted suicide bombing";"0";"0";"West Bank";"A Palestinian armed with explosives was arrested outside West Bank military court. A second pipe bomb was found in the suspect's jacket.[65]";"Hamas (suspected)";"Israeli-Palestinian conflict";"December";"2017"
"17";"Suicide bombing";"1 (+1)";"5";"Kandahar province, Afghanistan";"At least one woman was killed and five other civilians were wounded in a suicide attack on a convoy of foreign troops in Kandahar province.[66]";"Taliban (suspected)";"War in Afghanistan";"December";"2017"
"17";"Shooting";"3";"0";"Mosul, Iraq";"Three federal police forces were killed in a shootout with Islamic State west of Mosul.[67]";"Islamic State";"Iraqi Civil War";"December";"2017"
"17";"Shooting, Execution";"1";"0";"Misurata, Libya";"Gunmen shot and killed the Mayor of Misurata, Libya, Mohamed Eshtewi, as they were chasing down his car.[68]";"Libya Revolutionaries Operations Room (suspected)";"Libyan Civil War";"December";"2017"
"17";"Shooting";"3";"0";"East Ukraine, Ukraine";"Three Ukrainian soldiers were killed in the Donbass region, and none were reported injured. Russian Separatist forces are suspected to be behind the attack.[69]";"Sparta Battalion (suspected)";"War in Donbass";"December";"2017"
"18";"Shooting";"0 (+2)";"2";"Kabul, Afghanistan";"Gunmen attack a training center of the National Directorate of Security in Kabul.[70]";"Islamic State";"War in Afghanistan";"December";"2017"
"18";"Attack";"1";"0";"Kidal, Mali";"A UN peacekeeper from Guinea died in an attack in northeastern Mali.[71]";"Al-Qaeda in the Islamic Maghreb (suspected)";"Insurgency in the Maghreb";"December";"2017"
"18";"Car bombing";"2";"31";"Lashkargah, Afghanistan";"Two people have been killed and at least 31 others wounded in a car-bomb attack targeting a convoy of security forces in the capital of southern Helmand province.[72]";"Taliban";"War in Afghanistan";"December";"2017"
"19";"Mortar attack";"1";"2";"Arish, Egypt";"A military officer was killed and two others wounded after a mortar shell fell on a military airport near Arish, in North Sinai Governorate.[73]";"Islamic State";"Sinai insurgency";"December";"2017"
"21";"Bombing";"0";"3";"Baghdad, Iraq";"Two civilians and a tribal fighter were injured in two bomb blasts in Baghdad.[74]";"Islamic State";"Iraqi Civil War";"December";"2017"
"22";"Bombing";"0";"0";"Athens, Greece";"A bomb exploded outside one of Greece's main courthouses in Athens, police had cleared the area and nobody was hurt.[75]";"Conspiracy of Fire Nuclei";"Terrorism in Greece";"December";"2017"
"22";"Bombing";"0";"4";"Baghdad, Iraq";"Four persons were wounded as a bomb blast took place in south of Baghdad.[76]";"Islamic State (suspected)";"Iraqi Civil War";"December";"2017"
"22";"Suicide car bombing";"6 (+1)";"6";"Kandahar province, Afghanistan";"At least six police force members were killed in a suicide car bombing attack next to a police headquarters in Kandahar province.[77]";"Taliban (suspected)";"War in Afghanistan";"December";"2017"
"22";"Shootings";"0 (+1)";"1";"Harrisburg, United States";"A string of shootings began just steps from the state's Capitol building when El-Mofty fired several times at a Capitol Police officer and then, shot and injured a state trooper. Later, he used two handguns to open fire at several officers who then returned fire and killed him.[78]";"Ahmed Amin El-Mofty";"Terrorism in the United States";"December";"2017"
"22-23";"Shootings";"3";"0";"Far North Region, Cameroon";"Three people were killed in two attacks in northern Cameroon by Boko Haram militants.[79]";"Boko Haram";"Boko Haram insurgency";"December";"2017"
"23";"Shooting";"3";"5";"Cairo, Egypt";"Gunmen open fire in a café in the south of Cairo killing at least three people and injuring five others. The attackers are suspected to be Islamic State terrorists.[80]";"Islamic State (suspected)";"Insurgency in Egypt";"December";"2017"
"24";"Bombing";"7";"3";"Lashkar Gah, Afghanistan";"At least seven civlians were killed and three others were wounded in an IED explosion in Helmand province.[81]";"Taliban (suspected)";"War in Afghanistan";"December";"2017"
"24";"Bombing";"1";"5";"Baghdad, Iraq";"A civilian was killed and five others injured after a bomb explosion in a market in southern Baghdad.[82]";"Islamic State (suspected)";"Iraqi Civil War";"December";"2017"
"24";"Bombing";"3";"0";"North Waziristan, Pakistan";"Three security officers were killed in an IED explosion in northern Pakistan.[83]";"Al-Qaeda (suspected)";"War in North-West Pakistan";"December";"2017"
"24";"Shooting";"4
(+3)";"0";"Tikrit, Iraq";"Four personnel of the pro-government paramilitary troops and three Islamic State militants were killed in a shooting attack.[84]";"Islamic State";"Iraqi Civil War";"December";"2017"
"24";"Bombing";"2";"1";"Hakkâri Province, Turkey";"A soldier was killed and two others injured when a bomb was went off in Hakkâri Province, southern Turkey.[85]";"PKK";"Kurdish-Turkish conflict";"December";"2017"
"24";"Shootings";"10";"0";"Kirkuk, Kurdistan";"Six tribal fighters were killed in confrontations with Islamic State militants in west of Kirkuk. In a related attack at least four people, including a senior tribesman and police department chief, were killed in two armed attacks.[86][87]";"Islamic State";"Iraqi Civil War";"December";"2017"
"25";"Suicide bombing";"10 (+1)";"5";"Kabul, Afghanistan";"Ten people have been killed and five injured in a suicide bomb attack near the compound of Afghanistan's intelligence agency in Kabul.[88]";"Islamic State";"War in Afghanistan";"December";"2017"
"25";"Shooting";"4";"0";"Mosul, Iraq";"Four policemen were killed during a shooting against Islamic State terrorists in the west of Mosul.[89]";"Islamic State";"Iraqi Civil War";"December";"2017"
"25";"Bombing";"0";"4";"San José del Guaviare, Colombia";"At least four marines were wounded when a explosive charge explode near an army convoy.[90].";"FARC dissidents";"Colombian conflict";"December";"2017"
"25";"Bombing";"2";"1";"Hawija, Iraq";"An explosive charge went off while an army patrol was passing in Hawija, leaving two soldiers dead and an officer injured.[91]";"Islamic State";"Iraqi Civil War";"December";"2017"
"27";"Suicide car bombing";"1 (+1)";"14";"Lashkargah, Afghanistan";"One army soldier and an assailant were killed and 14 soldiers were wounded when a suicide car bomb struck an army convoy near a police station in Lashkargah, capital of southern province of Helmand.[92]";"Taliban";"War in Afghanistan";"December";"2017"
"27";"Bombing";"0";"14";"St. Petersburg, Russia";"At least 14 people were injured in a homemade bomb which exploded in a storage locker at a St. Petersburg supermarket.[93][94][95]";"Islamic State";"Islamic terrorism in Europe";"December";"2017"
"28";"Suicide bombing, Bombings";"41 (+1)";"84";"Kabul, Afghanistan";"December 2017 Kabul suicide bombing: A suicide bomber stormed a Shi‘ite cultural center and news agency in the Afghan capital , killing 41 people and wounding scores, many of them students attending a conference. Two other bombs were detonated in the zone.[96]";"Islamic State";"War in Afghanistan";"December";"2017"
"28";"Bombing";"0";"0";"Adana, Turkey";"An explosion caused by a bomb hit a Turkish police station in Adana.[97]";"PKK";"Kurdish-Turkish conflict";"December";"2017"
"28";"Suicide Bombing";"6 (+1)";"13";"Borno State, Nigeria";"A suicide bombing caused by a Boko Haram militant in Borno State killed at least six people and injured 13 others.[98]";"Boko Haram";"Boko Haram insurgency";"December";"2017"
"28";"Bombing, shooting";"8";"Several";"North Sinai Governorate, Egypt";"Two persons, a police officer and a civilian, were killed during a shooting in a bank. After that, six Egyptian security personnel were killed when a roadside bomb exploded during a terrorist raid.[99]";"Islamic State (suspected)";"Sinai insurgency";"December";"2017"
"29";"Shootings";"11 (+1)";"10";"Cairo, Egypt";"2017 Saint Menas church attack: Eleven people have died in twin attacks on Coptic Christians in the southern Cairo: eight civilians and a police officer were killed in a shooting outside a church, and two civilians were killed in a Coptic-owned shop beforehand. One attacker was killed by the police.[100][101]";"Islamic State";"Terrorism in Egypt";"December";"2017"
"29";"Shooting";"1";"0";"Diyala province, Iraq";"A tribal figure was killed in an attack by Islamic State against a village in northeastern Diyala.[102]";"Islamic State";"Iraqi Civil War";"December";"2017"
"29";"Grenade attack";"0";"43+";"Caucasia, Colombia";"43 people were injured when two attackers threw a grenade in a night club in northern Colombia.[103]";"FARC dissidents (suspected)";"Colombian conflict";"December";"2017"
